image_index,class_index,class_name,simple_prompt,complex_prompt
22319,7,horse,a blurry photo of a horse.,a jpeg corrupted photo of a old horse.
22320,0,airplane,a cropped photo of a airplane.,a jpeg corrupted photo of a colorful airplane.
22321,5,dog,a small photo of the dog.,a low resolution photo of a strange dog.
22322,2,bird,a black and white photo of the bird.,a low resolution photo of a strange bird.
22323,7,horse,a blurry photo of a horse.,a cropped photo of a strange horse.
22324,7,horse,a blurry photo of a horse.,a blurry photo of a fast horse.
22325,7,horse,a close-up photo of a horse.,a bad photo of a strange horse.
22326,0,airplane,a close-up photo of a airplane.,a photo of a modern airplane.
22327,7,horse,a jpeg corrupted photo of a horse.,a bad photo of a strange horse.
22328,6,frog,a jpeg corrupted photo of a frog.,a bright photo of a small frog.
22329,0,airplane,a close-up photo of a airplane.,a cropped photo of a realistic airplane.
22330,9,truck,a bad photo of a truck.,a bright photo of a noisy truck.
22331,2,bird,a cropped photo of a bird.,a small photo of the modern bird.
22332,6,frog,a pixelated photo of the frog.,a jpeg corrupted photo of a small frog.
22333,9,truck,a small photo of the truck.,a close-up photo of a colorful truck.
22334,1,automobile,a black and white photo of the automobile.,a pixelated photo of the strange automobile.
22335,1,automobile,a blurry photo of a automobile.,a black and white photo of the realistic automobile.
22336,5,dog,a photo of a dog.,a bright photo of a modern dog.
22337,6,frog,a rendition of a frog.,a small photo of the fast frog.
22338,5,dog,a close-up photo of a dog.,a rendition of a big dog.
22339,6,frog,a bright photo of a frog.,a pixelated photo of the fast frog.
22340,8,ship,a blurry photo of a ship.,a jpeg corrupted photo of a noisy ship.
22341,7,horse,a bad photo of a horse.,a cropped photo of a strange horse.
22342,5,dog,a rendition of a dog.,a low resolution photo of a noisy dog.
22343,4,deer,a pixelated photo of the deer.,a low resolution photo of a small deer.
22344,7,horse,a close-up photo of a horse.,a photo of a realistic horse.
22345,6,frog,a jpeg corrupted photo of a frog.,a low resolution photo of a small frog.
22346,9,truck,a cropped photo of a truck.,a bad photo of a small truck.
22347,6,frog,a close-up photo of a frog.,a rendition of a realistic frog.
22348,9,truck,a small photo of the truck.,a cropped photo of a big truck.
22349,1,automobile,a close-up photo of a automobile.,a low resolution photo of a fast automobile.
22350,0,airplane,a low resolution photo of a airplane.,a low resolution photo of a colorful airplane.
22351,6,frog,a close-up photo of a frog.,a cropped photo of a colorful frog.
22352,4,deer,a jpeg corrupted photo of a deer.,a close-up photo of a noisy deer.
22353,6,frog,a bright photo of a frog.,a bad photo of a realistic frog.
22354,6,frog,a blurry photo of a frog.,a bad photo of a cute frog.
22355,5,dog,a rendition of a dog.,a photo of a strange dog.
22356,6,frog,a black and white photo of the frog.,a bright photo of a noisy frog.
22357,5,dog,a jpeg corrupted photo of a dog.,a cropped photo of a colorful dog.
22358,1,automobile,a cropped photo of a automobile.,a close-up photo of a big automobile.
22359,7,horse,a close-up photo of a horse.,a rendition of a big horse.
22360,4,deer,a close-up photo of a deer.,a rendition of a realistic deer.
22361,4,deer,a small photo of the deer.,a close-up photo of a big deer.
22362,6,frog,a small photo of the frog.,a bright photo of a modern frog.
22363,6,frog,a low resolution photo of a frog.,a low resolution photo of a colorful frog.
22364,3,cat,a photo of a cat.,a blurry photo of a modern cat.
22365,1,automobile,a bad photo of a automobile.,a photo of a cute automobile.
22366,9,truck,a close-up photo of a truck.,a jpeg corrupted photo of a fast truck.
22367,9,truck,a close-up photo of a truck.,a jpeg corrupted photo of a old truck.
22368,3,cat,a close-up photo of a cat.,a jpeg corrupted photo of a old cat.
22369,4,deer,a jpeg corrupted photo of a deer.,a photo of a old deer.
22370,0,airplane,a pixelated photo of the airplane.,a blurry photo of a old airplane.
22371,4,deer,a black and white photo of the deer.,a close-up photo of a strange deer.
22372,1,automobile,a cropped photo of a automobile.,a cropped photo of a fast automobile.
22373,2,bird,a jpeg corrupted photo of a bird.,a rendition of a colorful bird.
22374,8,ship,a rendition of a ship.,a low resolution photo of a noisy ship.
22375,2,bird,a small photo of the bird.,a small photo of the big bird.
22376,2,bird,a blurry photo of a bird.,a small photo of the modern bird.
22377,3,cat,a low resolution photo of a cat.,a cropped photo of a realistic cat.
22378,4,deer,a pixelated photo of the deer.,a jpeg corrupted photo of a modern deer.
22379,1,automobile,a blurry photo of a automobile.,a blurry photo of a strange automobile.
22380,7,horse,a blurry photo of a horse.,a blurry photo of a colorful horse.
22381,7,horse,a blurry photo of a horse.,a close-up photo of a realistic horse.
22382,1,automobile,a photo of a automobile.,a pixelated photo of the big automobile.
22383,0,airplane,a blurry photo of a airplane.,a close-up photo of a realistic airplane.
22384,6,frog,a black and white photo of the frog.,a pixelated photo of the old frog.
22385,4,deer,a cropped photo of a deer.,a black and white photo of the modern deer.
22386,4,deer,a bad photo of a deer.,a black and white photo of the realistic deer.
22387,5,dog,a photo of a dog.,a small photo of the fast dog.
22388,1,automobile,a low resolution photo of a automobile.,a cropped photo of a old automobile.
22389,6,frog,a pixelated photo of the frog.,a bright photo of a realistic frog.
22390,5,dog,a rendition of a dog.,a rendition of a big dog.
22391,4,deer,a rendition of a deer.,a black and white photo of the noisy deer.
22392,5,dog,a blurry photo of a dog.,a close-up photo of a fast dog.
22393,6,frog,a rendition of a frog.,a blurry photo of a colorful frog.
22394,1,automobile,a rendition of a automobile.,a pixelated photo of the colorful automobile.
22395,1,automobile,a pixelated photo of the automobile.,a rendition of a noisy automobile.
22396,1,automobile,a bright photo of a automobile.,a small photo of the realistic automobile.
22397,2,bird,a rendition of a bird.,a cropped photo of a colorful bird.
22398,7,horse,a bright photo of a horse.,a rendition of a colorful horse.
22399,1,automobile,a black and white photo of the automobile.,a black and white photo of the noisy automobile.
22400,8,ship,a close-up photo of a ship.,a blurry photo of a old ship.
22401,8,ship,a cropped photo of a ship.,a black and white photo of the strange ship.
22402,3,cat,a blurry photo of a cat.,a low resolution photo of a fast cat.
22403,7,horse,a pixelated photo of the horse.,a jpeg corrupted photo of a realistic horse.
22404,6,frog,a small photo of the frog.,a close-up photo of a colorful frog.
22405,7,horse,a rendition of a horse.,a jpeg corrupted photo of a cute horse.
22406,3,cat,a small photo of the cat.,a pixelated photo of the fast cat.
22407,5,dog,a black and white photo of the dog.,a cropped photo of a big dog.
22408,0,airplane,a blurry photo of a airplane.,a close-up photo of a big airplane.
22409,8,ship,a bright photo of a ship.,a rendition of a small ship.
22410,0,airplane,a rendition of a airplane.,a bright photo of a colorful airplane.
22411,3,cat,a photo of a cat.,a pixelated photo of the realistic cat.
22412,5,dog,a small photo of the dog.,a bright photo of a big dog.
22413,3,cat,a jpeg corrupted photo of a cat.,a small photo of the old cat.
22414,7,horse,a small photo of the horse.,a low resolution photo of a old horse.
22415,9,truck,a jpeg corrupted photo of a truck.,a jpeg corrupted photo of a cute truck.
22416,5,dog,a bad photo of a dog.,a close-up photo of a cute dog.
22417,4,deer,a rendition of a deer.,a black and white photo of the big deer.
22418,0,airplane,a bad photo of a airplane.,a small photo of the small airplane.
22419,1,automobile,a photo of a automobile.,a jpeg corrupted photo of a colorful automobile.
22420,3,cat,a low resolution photo of a cat.,a bright photo of a noisy cat.
22421,1,automobile,a bad photo of a automobile.,a pixelated photo of the colorful automobile.
22422,1,automobile,a cropped photo of a automobile.,a small photo of the strange automobile.
22423,5,dog,a blurry photo of a dog.,a pixelated photo of the cute dog.
22424,5,dog,a black and white photo of the dog.,a cropped photo of a big dog.
22425,3,cat,a small photo of the cat.,a photo of a strange cat.
22426,8,ship,a cropped photo of a ship.,a cropped photo of a noisy ship.
22427,5,dog,a cropped photo of a dog.,a cropped photo of a old dog.
22428,6,frog,a bright photo of a frog.,a black and white photo of the noisy frog.
22429,7,horse,a bad photo of a horse.,a bright photo of a modern horse.
22430,5,dog,a bad photo of a dog.,a small photo of the colorful dog.
22431,4,deer,a pixelated photo of the deer.,a blurry photo of a big deer.
22432,2,bird,a rendition of a bird.,a rendition of a small bird.
22433,9,truck,a bad photo of a truck.,a small photo of the small truck.
22434,5,dog,a small photo of the dog.,a cropped photo of a realistic dog.
22435,0,airplane,a close-up photo of a airplane.,a rendition of a big airplane.
22436,5,dog,a small photo of the dog.,a jpeg corrupted photo of a old dog.
22437,1,automobile,a cropped photo of a automobile.,a blurry photo of a noisy automobile.
22438,4,deer,a low resolution photo of a deer.,a jpeg corrupted photo of a big deer.
22439,6,frog,a black and white photo of the frog.,a photo of a old frog.
22440,8,ship,a blurry photo of a ship.,a photo of a noisy ship.
22441,2,bird,a photo of a bird.,a rendition of a fast bird.
22442,9,truck,a photo of a truck.,a close-up photo of a colorful truck.
22443,4,deer,a cropped photo of a deer.,a low resolution photo of a modern deer.
22444,7,horse,a bright photo of a horse.,a bright photo of a old horse.
22445,5,dog,a cropped photo of a dog.,a blurry photo of a strange dog.
22446,2,bird,a bright photo of a bird.,a photo of a small bird.
22447,9,truck,a photo of a truck.,a bright photo of a cute truck.
22448,2,bird,a small photo of the bird.,a photo of a big bird.
22449,0,airplane,a small photo of the airplane.,a pixelated photo of the noisy airplane.
22450,1,automobile,a pixelated photo of the automobile.,a pixelated photo of the fast automobile.
22451,1,automobile,a pixelated photo of the automobile.,a rendition of a small automobile.
22452,9,truck,a close-up photo of a truck.,a cropped photo of a noisy truck.
22453,3,cat,a pixelated photo of the cat.,a bad photo of a cute cat.
22454,7,horse,a photo of a horse.,a pixelated photo of the noisy horse.
22455,8,ship,a blurry photo of a ship.,a low resolution photo of a noisy ship.
22456,3,cat,a rendition of a cat.,a bad photo of a colorful cat.
22457,7,horse,a black and white photo of the horse.,a bad photo of a big horse.
22458,0,airplane,a photo of a airplane.,a blurry photo of a cute airplane.
22459,2,bird,a bright photo of a bird.,a bad photo of a old bird.
22460,3,cat,a close-up photo of a cat.,a jpeg corrupted photo of a realistic cat.
22461,4,deer,a blurry photo of a deer.,a bright photo of a modern deer.
22462,8,ship,a blurry photo of a ship.,a black and white photo of the small ship.
22463,3,cat,a bad photo of a cat.,a blurry photo of a noisy cat.
22464,9,truck,a bright photo of a truck.,a photo of a cute truck.
22465,8,ship,a low resolution photo of a ship.,a bad photo of a colorful ship.
22466,9,truck,a low resolution photo of a truck.,a blurry photo of a colorful truck.
22467,3,cat,a cropped photo of a cat.,a close-up photo of a modern cat.
22468,4,deer,a black and white photo of the deer.,a black and white photo of the old deer.
22469,5,dog,a close-up photo of a dog.,a cropped photo of a strange dog.
22470,5,dog,a bad photo of a dog.,a low resolution photo of a colorful dog.
22471,8,ship,a black and white photo of the ship.,a rendition of a cute ship.
22472,1,automobile,a jpeg corrupted photo of a automobile.,a bad photo of a fast automobile.
22473,5,dog,a low resolution photo of a dog.,a rendition of a realistic dog.
22474,1,automobile,a bright photo of a automobile.,a bright photo of a old automobile.
22475,9,truck,a cropped photo of a truck.,a blurry photo of a fast truck.
22476,6,frog,a close-up photo of a frog.,a close-up photo of a strange frog.
22477,8,ship,a low resolution photo of a ship.,a close-up photo of a noisy ship.
22478,5,dog,a black and white photo of the dog.,a cropped photo of a colorful dog.
22479,1,automobile,a bad photo of a automobile.,a cropped photo of a big automobile.
22480,4,deer,a rendition of a deer.,a jpeg corrupted photo of a modern deer.
22481,3,cat,a blurry photo of a cat.,a black and white photo of the old cat.
22482,9,truck,a pixelated photo of the truck.,a close-up photo of a small truck.
22483,5,dog,a jpeg corrupted photo of a dog.,a small photo of the cute dog.
22484,3,cat,a bright photo of a cat.,a blurry photo of a big cat.
22485,7,horse,a blurry photo of a horse.,a cropped photo of a noisy horse.
22486,2,bird,a small photo of the bird.,a jpeg corrupted photo of a modern bird.
22487,5,dog,a bright photo of a dog.,a jpeg corrupted photo of a colorful dog.
22488,6,frog,a rendition of a frog.,a photo of a noisy frog.
22489,3,cat,a bad photo of a cat.,a black and white photo of the fast cat.
22490,1,automobile,a small photo of the automobile.,a blurry photo of a big automobile.
22491,4,deer,a low resolution photo of a deer.,a jpeg corrupted photo of a cute deer.
22492,8,ship,a photo of a ship.,a low resolution photo of a small ship.
22493,5,dog,a bright photo of a dog.,a rendition of a cute dog.
22494,9,truck,a bright photo of a truck.,a low resolution photo of a big truck.
22495,2,bird,a jpeg corrupted photo of a bird.,a pixelated photo of the colorful bird.
22496,8,ship,a low resolution photo of a ship.,a jpeg corrupted photo of a colorful ship.
22497,9,truck,a photo of a truck.,a low resolution photo of a cute truck.
22498,4,deer,a black and white photo of the deer.,a rendition of a fast deer.
22499,1,automobile,a black and white photo of the automobile.,a bright photo of a old automobile.
22500,1,automobile,a small photo of the automobile.,a black and white photo of the noisy automobile.
22501,7,horse,a rendition of a horse.,a photo of a modern horse.
22502,6,frog,a photo of a frog.,a bad photo of a big frog.
22503,1,automobile,a photo of a automobile.,a rendition of a noisy automobile.
22504,8,ship,a black and white photo of the ship.,a pixelated photo of the realistic ship.
22505,3,cat,a close-up photo of a cat.,a bad photo of a noisy cat.
22506,0,airplane,a jpeg corrupted photo of a airplane.,a low resolution photo of a modern airplane.
22507,3,cat,a low resolution photo of a cat.,a black and white photo of the old cat.
22508,2,bird,a photo of a bird.,a low resolution photo of a realistic bird.
22509,4,deer,a black and white photo of the deer.,a photo of a realistic deer.
22510,2,bird,a close-up photo of a bird.,a black and white photo of the strange bird.
22511,2,bird,a bad photo of a bird.,a small photo of the cute bird.
22512,3,cat,a cropped photo of a cat.,a photo of a realistic cat.
22513,4,deer,a cropped photo of a deer.,a pixelated photo of the small deer.
22514,8,ship,a close-up photo of a ship.,a black and white photo of the noisy ship.
22515,2,bird,a bright photo of a bird.,a rendition of a cute bird.
22516,1,automobile,a bad photo of a automobile.,a bright photo of a big automobile.
22517,3,cat,a photo of a cat.,a jpeg corrupted photo of a realistic cat.
22518,8,ship,a rendition of a ship.,a black and white photo of the strange ship.
22519,4,deer,a bad photo of a deer.,a bright photo of a noisy deer.
22520,7,horse,a jpeg corrupted photo of a horse.,a cropped photo of a strange horse.
22521,0,airplane,a photo of a airplane.,a bad photo of a realistic airplane.
22522,1,automobile,a close-up photo of a automobile.,a bright photo of a modern automobile.
22523,3,cat,a jpeg corrupted photo of a cat.,a black and white photo of the old cat.
22524,8,ship,a low resolution photo of a ship.,a small photo of the fast ship.
22525,6,frog,a small photo of the frog.,a jpeg corrupted photo of a fast frog.
22526,7,horse,a close-up photo of a horse.,a small photo of the modern horse.
22527,7,horse,a rendition of a horse.,a rendition of a noisy horse.
22528,6,frog,a bad photo of a frog.,a blurry photo of a big frog.
22529,1,automobile,a cropped photo of a automobile.,a small photo of the strange automobile.
22530,6,frog,a close-up photo of a frog.,a small photo of the big frog.
22531,8,ship,a small photo of the ship.,a blurry photo of a colorful ship.
22532,1,automobile,a bright photo of a automobile.,a jpeg corrupted photo of a old automobile.
22533,1,automobile,a jpeg corrupted photo of a automobile.,a blurry photo of a small automobile.
22534,6,frog,a black and white photo of the frog.,a black and white photo of the fast frog.
22535,2,bird,a black and white photo of the bird.,a rendition of a colorful bird.
22536,4,deer,a photo of a deer.,a low resolution photo of a big deer.
22537,8,ship,a cropped photo of a ship.,a small photo of the fast ship.
22538,9,truck,a blurry photo of a truck.,a bad photo of a strange truck.
22539,2,bird,a photo of a bird.,a cropped photo of a colorful bird.
22540,0,airplane,a bright photo of a airplane.,a cropped photo of a cute airplane.
22541,7,horse,a cropped photo of a horse.,a pixelated photo of the strange horse.
22542,3,cat,a bad photo of a cat.,a cropped photo of a cute cat.
22543,9,truck,a bright photo of a truck.,a blurry photo of a colorful truck.
22544,4,deer,a close-up photo of a deer.,a cropped photo of a small deer.
22545,1,automobile,a pixelated photo of the automobile.,a pixelated photo of the fast automobile.
22546,4,deer,a bad photo of a deer.,a black and white photo of the small deer.
22547,5,dog,a black and white photo of the dog.,a low resolution photo of a realistic dog.
22548,3,cat,a black and white photo of the cat.,a photo of a realistic cat.
22549,3,cat,a pixelated photo of the cat.,a pixelated photo of the cute cat.
22550,6,frog,a cropped photo of a frog.,a rendition of a small frog.
22551,8,ship,a photo of a ship.,a photo of a small ship.
22552,1,automobile,a close-up photo of a automobile.,a rendition of a cute automobile.
22553,1,automobile,a blurry photo of a automobile.,a bad photo of a small automobile.
22554,7,horse,a close-up photo of a horse.,a rendition of a noisy horse.
22555,3,cat,a low resolution photo of a cat.,a small photo of the strange cat.
22556,9,truck,a bad photo of a truck.,a bad photo of a noisy truck.
22557,0,airplane,a rendition of a airplane.,a bright photo of a noisy airplane.
22558,5,dog,a pixelated photo of the dog.,a bad photo of a noisy dog.
22559,6,frog,a small photo of the frog.,a bad photo of a cute frog.
22560,3,cat,a close-up photo of a cat.,a cropped photo of a cute cat.
22561,2,bird,a close-up photo of a bird.,a jpeg corrupted photo of a cute bird.
22562,3,cat,a low resolution photo of a cat.,a low resolution photo of a modern cat.
22563,2,bird,a photo of a bird.,a blurry photo of a fast bird.
22564,1,automobile,a rendition of a automobile.,a low resolution photo of a small automobile.
22565,3,cat,a cropped photo of a cat.,a cropped photo of a noisy cat.
22566,7,horse,a bright photo of a horse.,a close-up photo of a fast horse.
22567,6,frog,a rendition of a frog.,a photo of a realistic frog.
22568,3,cat,a low resolution photo of a cat.,a photo of a small cat.
22569,7,horse,a bright photo of a horse.,a pixelated photo of the big horse.
22570,2,bird,a bright photo of a bird.,a black and white photo of the noisy bird.
22571,2,bird,a blurry photo of a bird.,a cropped photo of a big bird.
22572,6,frog,a low resolution photo of a frog.,a jpeg corrupted photo of a colorful frog.
22573,9,truck,a black and white photo of the truck.,a pixelated photo of the realistic truck.
22574,7,horse,a small photo of the horse.,a black and white photo of the cute horse.
22575,4,deer,a blurry photo of a deer.,a bad photo of a cute deer.
22576,8,ship,a pixelated photo of the ship.,a black and white photo of the fast ship.
22577,3,cat,a photo of a cat.,a jpeg corrupted photo of a cute cat.
22578,8,ship,a jpeg corrupted photo of a ship.,a jpeg corrupted photo of a strange ship.
22579,0,airplane,a jpeg corrupted photo of a airplane.,a photo of a fast airplane.
22580,4,deer,a small photo of the deer.,a close-up photo of a big deer.
22581,8,ship,a low resolution photo of a ship.,a pixelated photo of the cute ship.
22582,4,deer,a black and white photo of the deer.,a jpeg corrupted photo of a fast deer.
22583,8,ship,a low resolution photo of a ship.,a blurry photo of a old ship.
22584,8,ship,a pixelated photo of the ship.,a blurry photo of a realistic ship.
22585,7,horse,a low resolution photo of a horse.,a jpeg corrupted photo of a strange horse.
22586,1,automobile,a bad photo of a automobile.,a black and white photo of the realistic automobile.
22587,2,bird,a low resolution photo of a bird.,a bad photo of a colorful bird.
22588,0,airplane,a close-up photo of a airplane.,a cropped photo of a old airplane.
22589,8,ship,a black and white photo of the ship.,a pixelated photo of the modern ship.
22590,5,dog,a close-up photo of a dog.,a jpeg corrupted photo of a colorful dog.
22591,2,bird,a rendition of a bird.,a bad photo of a big bird.
22592,7,horse,a rendition of a horse.,a pixelated photo of the fast horse.
22593,3,cat,a low resolution photo of a cat.,a black and white photo of the modern cat.
22594,2,bird,a close-up photo of a bird.,a photo of a realistic bird.
22595,7,horse,a rendition of a horse.,a black and white photo of the old horse.
22596,1,automobile,a small photo of the automobile.,a pixelated photo of the old automobile.
22597,8,ship,a cropped photo of a ship.,a close-up photo of a old ship.
22598,9,truck,a close-up photo of a truck.,a jpeg corrupted photo of a strange truck.
22599,7,horse,a jpeg corrupted photo of a horse.,a pixelated photo of the noisy horse.
22600,8,ship,a low resolution photo of a ship.,a bad photo of a noisy ship.
22601,7,horse,a pixelated photo of the horse.,a rendition of a cute horse.
22602,2,bird,a black and white photo of the bird.,a low resolution photo of a old bird.
22603,2,bird,a pixelated photo of the bird.,a blurry photo of a noisy bird.
22604,0,airplane,a small photo of the airplane.,a photo of a cute airplane.
22605,9,truck,a jpeg corrupted photo of a truck.,a photo of a strange truck.
22606,4,deer,a jpeg corrupted photo of a deer.,a bright photo of a noisy deer.
22607,1,automobile,a small photo of the automobile.,a blurry photo of a big automobile.
22608,0,airplane,a black and white photo of the airplane.,a pixelated photo of the colorful airplane.
22609,0,airplane,a black and white photo of the airplane.,a pixelated photo of the noisy airplane.
22610,6,frog,a jpeg corrupted photo of a frog.,a photo of a old frog.
22611,3,cat,a bright photo of a cat.,a bright photo of a colorful cat.
22612,7,horse,a bad photo of a horse.,a blurry photo of a old horse.
22613,5,dog,a rendition of a dog.,a jpeg corrupted photo of a cute dog.
22614,9,truck,a bad photo of a truck.,a cropped photo of a small truck.
22615,7,horse,a bad photo of a horse.,a pixelated photo of the realistic horse.
22616,8,ship,a low resolution photo of a ship.,a close-up photo of a old ship.
22617,4,deer,a close-up photo of a deer.,a low resolution photo of a realistic deer.
22618,2,bird,a small photo of the bird.,a photo of a small bird.
22619,4,deer,a low resolution photo of a deer.,a photo of a old deer.
22620,3,cat,a pixelated photo of the cat.,a photo of a realistic cat.
22621,4,deer,a bad photo of a deer.,a black and white photo of the old deer.
22622,0,airplane,a jpeg corrupted photo of a airplane.,a low resolution photo of a noisy airplane.
22623,9,truck,a cropped photo of a truck.,a bad photo of a noisy truck.
22624,7,horse,a close-up photo of a horse.,a photo of a realistic horse.
22625,7,horse,a photo of a horse.,a low resolution photo of a colorful horse.
22626,7,horse,a bright photo of a horse.,a small photo of the small horse.
22627,1,automobile,a photo of a automobile.,a blurry photo of a big automobile.
22628,0,airplane,a bad photo of a airplane.,a pixelated photo of the fast airplane.
22629,9,truck,a cropped photo of a truck.,a low resolution photo of a small truck.
22630,5,dog,a bad photo of a dog.,a small photo of the fast dog.
22631,6,frog,a rendition of a frog.,a low resolution photo of a cute frog.
22632,5,dog,a black and white photo of the dog.,a low resolution photo of a modern dog.
22633,9,truck,a rendition of a truck.,a cropped photo of a realistic truck.
22634,3,cat,a low resolution photo of a cat.,a jpeg corrupted photo of a realistic cat.
22635,8,ship,a cropped photo of a ship.,a rendition of a modern ship.
22636,1,automobile,a bad photo of a automobile.,a jpeg corrupted photo of a cute automobile.
22637,9,truck,a jpeg corrupted photo of a truck.,a jpeg corrupted photo of a realistic truck.
22638,3,cat,a pixelated photo of the cat.,a bad photo of a realistic cat.
22639,2,bird,a small photo of the bird.,a black and white photo of the cute bird.
22640,6,frog,a bad photo of a frog.,a photo of a modern frog.
22641,0,airplane,a photo of a airplane.,a low resolution photo of a small airplane.
22642,4,deer,a black and white photo of the deer.,a bright photo of a small deer.
22643,9,truck,a close-up photo of a truck.,a jpeg corrupted photo of a realistic truck.
22644,8,ship,a bad photo of a ship.,a low resolution photo of a cute ship.
22645,0,airplane,a bad photo of a airplane.,a pixelated photo of the colorful airplane.
22646,4,deer,a bad photo of a deer.,a pixelated photo of the cute deer.
22647,7,horse,a blurry photo of a horse.,a small photo of the realistic horse.
22648,0,airplane,a cropped photo of a airplane.,a bright photo of a old airplane.
22649,8,ship,a small photo of the ship.,a bad photo of a strange ship.
22650,5,dog,a bright photo of a dog.,a low resolution photo of a fast dog.
22651,9,truck,a jpeg corrupted photo of a truck.,a black and white photo of the noisy truck.
22652,9,truck,a small photo of the truck.,a black and white photo of the colorful truck.
22653,7,horse,a close-up photo of a horse.,a close-up photo of a colorful horse.
22654,6,frog,a bright photo of a frog.,a close-up photo of a fast frog.
22655,7,horse,a cropped photo of a horse.,a bright photo of a realistic horse.
22656,1,automobile,a black and white photo of the automobile.,a close-up photo of a old automobile.
22657,5,dog,a blurry photo of a dog.,a photo of a colorful dog.
22658,1,automobile,a jpeg corrupted photo of a automobile.,a bright photo of a big automobile.
22659,1,automobile,a close-up photo of a automobile.,a black and white photo of the strange automobile.
22660,3,cat,a bright photo of a cat.,a close-up photo of a noisy cat.
22661,8,ship,a photo of a ship.,a bad photo of a colorful ship.
22662,3,cat,a blurry photo of a cat.,a pixelated photo of the small cat.
22663,9,truck,a blurry photo of a truck.,a low resolution photo of a old truck.
22664,3,cat,a pixelated photo of the cat.,a jpeg corrupted photo of a fast cat.
22665,0,airplane,a bright photo of a airplane.,a pixelated photo of the cute airplane.
22666,5,dog,a pixelated photo of the dog.,a photo of a colorful dog.
22667,2,bird,a bright photo of a bird.,a rendition of a strange bird.
22668,8,ship,a blurry photo of a ship.,a cropped photo of a fast ship.
22669,7,horse,a low resolution photo of a horse.,a blurry photo of a fast horse.
22670,6,frog,a pixelated photo of the frog.,a jpeg corrupted photo of a fast frog.
22671,5,dog,a bright photo of a dog.,a jpeg corrupted photo of a small dog.
22672,2,bird,a low resolution photo of a bird.,a bright photo of a modern bird.
22673,4,deer,a rendition of a deer.,a rendition of a colorful deer.
22674,0,airplane,a blurry photo of a airplane.,a close-up photo of a realistic airplane.
22675,1,automobile,a pixelated photo of the automobile.,a photo of a small automobile.
22676,2,bird,a small photo of the bird.,a rendition of a small bird.
22677,4,deer,a low resolution photo of a deer.,a cropped photo of a realistic deer.
22678,7,horse,a bright photo of a horse.,a blurry photo of a cute horse.
22679,5,dog,a pixelated photo of the dog.,a bad photo of a cute dog.
22680,0,airplane,a small photo of the airplane.,a photo of a modern airplane.
22681,5,dog,a photo of a dog.,a close-up photo of a colorful dog.
22682,8,ship,a bright photo of a ship.,a black and white photo of the small ship.
22683,4,deer,a black and white photo of the deer.,a black and white photo of the big deer.
22684,0,airplane,a jpeg corrupted photo of a airplane.,a bad photo of a realistic airplane.
22685,9,truck,a pixelated photo of the truck.,a close-up photo of a colorful truck.
22686,6,frog,a cropped photo of a frog.,a photo of a fast frog.
22687,7,horse,a blurry photo of a horse.,a small photo of the big horse.
22688,0,airplane,a photo of a airplane.,a pixelated photo of the fast airplane.
22689,1,automobile,a photo of a automobile.,a cropped photo of a old automobile.
22690,0,airplane,a photo of a airplane.,a bright photo of a fast airplane.
22691,2,bird,a jpeg corrupted photo of a bird.,a small photo of the small bird.
22692,0,airplane,a bad photo of a airplane.,a bad photo of a small airplane.
22693,0,airplane,a photo of a airplane.,a bright photo of a big airplane.
22694,9,truck,a close-up photo of a truck.,a cropped photo of a big truck.
22695,3,cat,a small photo of the cat.,a bad photo of a strange cat.
22696,8,ship,a cropped photo of a ship.,a close-up photo of a modern ship.
22697,1,automobile,a jpeg corrupted photo of a automobile.,a photo of a realistic automobile.
22698,4,deer,a bad photo of a deer.,a bright photo of a cute deer.
22699,0,airplane,a bad photo of a airplane.,a pixelated photo of the fast airplane.
22700,3,cat,a black and white photo of the cat.,a bright photo of a noisy cat.
22701,3,cat,a bad photo of a cat.,a photo of a noisy cat.
22702,2,bird,a rendition of a bird.,a pixelated photo of the strange bird.
22703,7,horse,a blurry photo of a horse.,a bright photo of a colorful horse.
22704,7,horse,a jpeg corrupted photo of a horse.,a jpeg corrupted photo of a colorful horse.
22705,8,ship,a blurry photo of a ship.,a low resolution photo of a modern ship.
22706,7,horse,a black and white photo of the horse.,a photo of a old horse.
22707,5,dog,a small photo of the dog.,a small photo of the old dog.
22708,2,bird,a rendition of a bird.,a rendition of a old bird.
22709,6,frog,a cropped photo of a frog.,a photo of a strange frog.
22710,1,automobile,a bad photo of a automobile.,a bright photo of a small automobile.
22711,4,deer,a low resolution photo of a deer.,a close-up photo of a realistic deer.
22712,8,ship,a cropped photo of a ship.,a bad photo of a realistic ship.
22713,0,airplane,a small photo of the airplane.,a low resolution photo of a big airplane.
22714,8,ship,a rendition of a ship.,a close-up photo of a cute ship.
22715,5,dog,a cropped photo of a dog.,a blurry photo of a cute dog.
22716,0,airplane,a rendition of a airplane.,a pixelated photo of the fast airplane.
22717,4,deer,a photo of a deer.,a close-up photo of a strange deer.
22718,9,truck,a bad photo of a truck.,a cropped photo of a small truck.
22719,9,truck,a pixelated photo of the truck.,a bad photo of a realistic truck.
22720,4,deer,a black and white photo of the deer.,a jpeg corrupted photo of a realistic deer.
22721,6,frog,a rendition of a frog.,a rendition of a fast frog.
22722,5,dog,a jpeg corrupted photo of a dog.,a cropped photo of a small dog.
22723,7,horse,a photo of a horse.,a black and white photo of the modern horse.
22724,0,airplane,a jpeg corrupted photo of a airplane.,a photo of a small airplane.
